user_id,question_id,Probability,TradeWeightBasedonCreationTime,UserweightBasedOnPastAccuracy,settled_value
3282,728,0.4342769,0.009999952,0.5657231,0
3515,728,0.252,0.009999952,0.748,0
5259,728,0.76668483,0.010471185,0.23331517,0
5261,728,0.7353424,0.010471185,0.2646576,0
2359,501,0.5355305,0.133315763,0.78245877,0
2359,476,0.31249744,0.151134326,0.78245877,0
2359,492,0.39035687,0.135713822,0.78245877,1
176,16,0.37000006,0.855393197,0.782552966,0
5262,728,0.7946712,0.010471185,0.2053288,0
5264,728,0.73534244,0.010471185,0.26465756,0
5267,728,0.76967114,0.010471185,0.23032886,0
5276,728,0.7087812,0.010471185,0.2912188,0
5278,728,0.7813906,0.010471185,0.2186094,0
2359,485,0.6274968,0.146249629,0.78245877,1
2359,477,0.4767859,0.151134326,0.78245877,1
2359,488,0.65089214,0.146249629,0.78245877,1
2359,502,0.5387471,0.133315763,0.78245877,1
176,16,0.32,0.855393197,0.782552966,0
8,434,0.07965678,0.051785663,0.92034322,0
1962,434,0.043136433,0.099975642,0.956863567,0
5282,728,0.50000006,0.010471185,0.931916667,0
5282,728,0.6176953,0.010471185,0.931916667,0
5282,728,0.49999997,0.010471185,0.931916667,0
2075,728,0.46,0.010471185,0.794666665,0
5283,728,0.48200002,0.010471185,0.51799998,0
176,130,0.4,0.25347529,0.730407583,1
10302,130,0.55,0.263184596,0.594,1
2359,489,0.60999936,0.146249629,0.78245877,1
2359,492,0.31063434,0.135713822,0.78245877,1
5122,747,0.1632653,0.014525789,0.658053689,0
7614,747,0.18183674,0.014525789,0.81816326,0
2359,462,0.6001452,0.131217776,0.68199724,1
5290,728,0.24099998,0.010471185,0.75900002,0
5288,728,0.34082544,0.010471185,0.65917456,0
5287,728,0.2225,0.010471185,0.7775,0
8935,354,0.030000003,0.430024257,0.754720809,0
2359,515,0.55125135,0.133315763,0.78245877,1
5282,728,0.5,0.010471185,0.931916667,0
2179,437,0.38798904,0.042262045,0.57061089,0
2359,520,0.4553563,0.133315763,0.78245877,1
7615,747,0.12857799,0.014525789,0.87142201,0
176,12,0.35,0.874068034,0.782552966,0
176,16,0.35,0.855393197,0.782552966,0
85,434,0.049999997,0.109826285,0.76750003,0
2026,434,0.030000001,0.115109811,0.675,0
5307,728,0.300625,0.010471185,0.699375,0
5301,728,0.5054672,0.010471185,0.4945328,0
5308,728,0.5797336,0.010471185,0.4202664,0
176,16,0.33,0.855393197,0.782552966,0
2315,485,0.5885709,0.146249629,0.74999997,1
2359,524,0.4785713,0.133315763,0.78245877,1
2359,526,0.39482093,0.133315763,0.78245877,0
2359,481,0.3910365,0.151134326,0.78245877,1
2043,434,0.019999972,0.120647517,0.97400001,0
45,434,0.019999998,0.13253497,0.654999995,0
2359,482,0.5390192,0.151134326,0.78245877,1
2315,521,0.16000018,0.133315763,0.74999997,0
5282,728,0.50000006,0.010471185,0.931916667,0
5316,728,0.3697167,0.010471185,0.52046809,0
5319,728,0.452,0.010471185,0.548,0
5324,728,0.528,0.010471185,0.472,0
5331,728,0.39475,0.010471185,0.60525,0
2359,512,0.5485696,0.133315763,0.78245877,1
2033,434,0.06000001,0.138910966,0.979999997,0
2315,462,0.62,0.131217776,0.813333327,1
5380,728,0.452,0.010471185,0.548,0
5330,728,0.41975,0.010471185,0.468955825,0
2075,728,0.48000002,0.010471185,0.794666665,0
10506,130,0.735,0.278450321,0.99,1
2359,503,0.52473354,0.133315763,0.78245877,1
2359,504,0.4844608,0.133315763,0.78245877,1
2359,460,0.74898195,0.128605148,0.68199724,1
2315,460,0.68000007,0.128605148,0.813333327,1
5334,728,0.5747188,0.010471185,0.4252812,0
5336,728,0.41435936,0.010471185,0.58564064,0
5340,728,0.45917973,0.010471185,0.54082027,0
2179,255,0.38158977,0.083639766,0.572590515,1
5341,728,0.40658987,0.010471185,0.59341013,0
6292,728,0.42199996,0.010964625,0.57800004,0
2359,523,0.660481,0.133315763,0.78245877,1
2359,501,0.50347906,0.133315763,0.78245877,0
2359,457,0.39392832,0.156009787,0.78245877,1
2359,476,0.2848199,0.151134326,0.78245877,0
2359,517,0.3428566,0.133315763,0.78245877,1
2359,522,0.36730105,0.133315763,0.78245877,0
276,434,0.02,0.159939109,0.92,0
2359,458,0.5335725,0.156009787,0.78245877,1
5282,728,0.49999997,0.010471185,0.931916667,0
5343,728,0.35355335,0.010471185,0.64644665,0
5346,728,0.35355335,0.010471185,0.64644665,0
5350,728,0.45377666,0.010471185,0.54622334,0
5354,728,0.5146117,0.010471185,0.4853883,0
2075,728,0.44000003,0.010964625,0.794666665,0
59,360,0.36999997,0.034664772,0.847956575,0
10506,130,0.75,0.679927522,0.99,1
5355,728,0.427,0.010471185,0.573,0
5357,728,0.42700002,0.010471185,0.57299998,0
5358,728,0.42700002,0.010471185,0.57299998,0
7620,747,0.08999999,0.014525789,0.91000001,0
5381,728,0.40299997,0.010471185,0.59700003,0
5394,728,0.35496756,0.010471185,0.62546217,0
5122,747,0.1632653,0.014525789,0.658053689,0
5410,728,0.502,0.010471185,0.498,0
5413,728,0.452,0.010471185,0.548,0
5414,728,0.42799997,0.010471185,0.57200003,0
5282,728,0.5,0.010471185,0.931916667,0
2075,728,0.49999997,0.010471185,0.794666665,0
6293,728,0.497,0.010964625,0.503,0
2179,346,0.6779573,0.056223966,0.513627523,1
7617,747,0.12727922,0.014525789,0.87272078,0
5472,728,0.452,0.010471185,0.548,0
5475,728,0.31961223,0.010471185,0.68038777,0
5484,728,0.452,0.010471185,0.548,0
5282,728,0.5,0.010471185,0.931916667,0
5507,728,0.5904672,0.010471185,0.4095328,0
2075,728,0.5,0.010471185,0.794666665,0
5512,728,0.527,0.010471185,0.473,0
85,434,0.029999943,0.175697979,0.76750003,0
1981,434,0.03450493,0.184150463,0.70979402,0
5515,728,0.51550007,0.010471185,0.48449993,0
5282,728,0.5,0.010471185,0.931916667,0
296,747,0.18000002,0.014525789,0.766979782,0
5522,728,0.42700002,0.010471185,0.57299998,0
5526,728,0.503,0.010471185,0.497,0
5531,728,0.61625,0.010471185,0.38375,0
5533,728,0.685125,0.010471185,0.314875,0
2075,728,0.50000006,0.010471185,0.794666665,0
5541,728,0.5,0.010471185,0.5,0
5548,728,0.35355335,0.010471185,0.64644665,0
5553,728,0.5155,0.010471185,0.4845,0
5556,728,0.5155,0.010471185,0.418125,0
5564,728,0.452,0.010471185,0.548,0
5562,728,0.502,0.010471185,0.498,0
5565,728,0.528,0.010471185,0.472,0
2075,728,0.50000006,0.010471185,0.794666665,0
5569,728,0.41550002,0.010471185,0.58449998,0
5570,728,0.33475,0.010471185,0.66525,0
5572,728,0.319375,0.010471185,0.680625,0
2276,492,0.44285515,0.135713822,0.568385245,1
7618,747,0.12727922,0.014525789,0.87272078,0
5574,728,0.427,0.010471185,0.573,0
5577,728,0.5405,0.010471185,0.4595,0
5578,728,0.52225,0.010471185,0.47775,0
2276,14,0.3,0.855393197,0.591666662,0
5579,728,0.5404999,0.010471185,0.4595001,0
2075,728,0.5,0.010471185,0.794666665,0
5582,728,0.527,0.010471185,0.473,0
2075,728,0.5,0.010471185,0.794666665,0
5584,728,0.35355338,0.010471185,0.64644662,0
2075,728,0.5,0.010471185,0.794666665,0
5586,728,0.5,0.010471185,0.5,0
5590,728,0.5405,0.010471185,0.4595,0
5593,728,0.48812497,0.010471185,0.51187503,0
5282,728,0.50000006,0.010471185,0.931916667,0
2179,528,0.5532147,0.133315763,0.580459272,1
2113,437,0.4,0.042262045,0.57249166,0
296,747,0.17,0.014525789,0.766979782,0
1996,434,0.024755213,0.193009578,0.975244787,0
2283,128,0.09,0.081538607,0.844999995,0
2075,747,0.20408164,0.014525789,0.80000001,0
2283,14,0.28,0.855393197,0.680725691,0
2179,563,0.07706462,0.270822139,0.930518456,0
2179,423,0.6735443,0.269800261,0.502319262,1
2276,460,0.65,0.128605148,0.64999995,1
5597,728,0.50000006,0.010471185,0.49999994,0
5599,728,0.35355344,0.010471185,0.64644656,0
5282,728,0.49999997,0.010471185,0.931916667,0
5610,728,0.427,0.010471185,0.573,0
176,12,0.23000003,0.874068034,0.782552966,0
5609,728,0.502,0.010471185,0.498,0
2075,728,0.5,0.010471185,0.794666665,0
2179,516,0.7787976,0.133315763,0.580459272,1
2276,160,0.86,0.669724724,0.663333324,1
2179,485,0.6016973,0.146249629,0.580459272,1
2283,419,0.26,0.035900611,0.650949684,0
7623,747,0.1443075,0.014525789,0.8556925,0
2075,738,0.2142857,0.018045892,0.80000001,0
5622,728,0.452,0.010471185,0.548,0
5625,728,0.35299996,0.010471185,0.64700004,0
5623,728,0.452,0.010471185,0.548,0
2179,489,0.6236826,0.146249629,0.580459272,1
2179,501,0.52124715,0.133315763,0.580459272,0
2084,625,0.23487155,0.020629214,0.719800405,0
9638,190,0.98,0.623928587,0.705329067,1
7610,192,0.030000001,0.631537596,0.9785714,0
2084,204,0.3006902,0.059262588,0.69095038,0
45,434,0.030000001,0.193009578,0.654999995,0
5627,728,0.478,0.010471185,0.522,0
5626,728,0.503,0.010471185,0.497,0
5629,728,0.5785,0.010471185,0.4215,0
372,728,0.43599996,0.010471185,0.777499998,0
2075,728,0.50000006,0.010471185,0.794666665,0
2075,728,0.492,0.010471185,0.794666665,0
5631,728,0.3478965,0.010471185,0.6521035,0
372,728,0.436,0.010471185,0.777499998,0
2075,728,0.44000003,0.010471185,0.794666665,0
5632,728,0.44000003,0.010471185,0.55999997,0
5635,728,0.44000003,0.010471185,0.55999997,0
5282,728,0.5,0.010471185,0.931916667,0
5643,728,0.5037767,0.010471185,0.4962233,0
5644,728,0.50388837,0.010471185,0.49611163,0
2084,699,0.60330164,0.085747751,0.68691937,1
5648,728,0.5789442,0.010471185,0.4210558,0
2179,474,0.5558433,0.151134326,0.580459272,1
2179,500,0.52197754,0.13891105,0.580459272,1
2113,434,0.029999975,0.193009578,0.424999995,0
2179,462,0.6037768,0.131217776,0.6157507,1
2179,460,0.6277246,0.128605148,0.6157507,1
2075,460,0.64,0.128605148,0.86666666,1
5656,728,0.61336946,0.010471185,0.38663054,0
5657,728,0.65868473,0.010471185,0.34131527,0
5658,728,0.6063424,0.010471185,0.3936576,0
5662,728,0.60517114,0.010471185,0.39482886,0
5669,728,0.53539646,0.010471185,0.46460354,0
5677,728,0.4934623,0.010471185,0.5065377,0
5679,728,0.49873117,0.010471185,0.50126883,0
2084,584,0.41148448,0.018198446,0.698356007,0
2179,491,0.7482543,0.140509365,0.580459272,1
2179,523,0.6693648,0.133315763,0.580459272,1
2179,503,0.53624177,0.133315763,0.580459272,1
2179,475,0.7154236,0.151134326,0.580459272,1
2179,490,0.41345644,0.140509365,0.580459272,0
5684,728,0.45959136,0.010471185,0.54040864,0
5687,728,0.48179567,0.010471185,0.51820433,0
5693,728,0.50122446,0.010471185,0.49877554,0
5694,728,0.35540053,0.010471185,0.64459947,0
5696,728,0.35540053,0.010471185,0.64459947,0
5702,728,0.19082654,0.010471185,0.80917346,0
5705,728,0.19082654,0.010471185,0.80917346,0
5708,728,0.39713013,0.010471185,0.60286987,0
5727,728,0.54105574,0.010471185,0.45894426,0
5746,728,0.3135,0.010471185,0.6865,0
2075,434,0.030000001,0.193009578,0.88,0
5760,728,0.4475078,0.010471185,0.5524922,0
5761,728,0.40075392,0.010471185,0.572623,0
2179,457,0.40787736,0.156009787,0.580459272,1
2084,192,0.54010874,0.06025279,0.654038334,0
2179,482,0.54868186,0.151134326,0.580459272,1
2179,509,0.27754915,0.130294715,0.56500003,0
5761,728,0.427377,0.010471185,0.572623,0
5764,728,0.4906885,0.010471185,0.5093115,0
2179,434,0.01943788,0.222227092,0.42442106,0
2084,486,0.40876338,0.146249629,0.76353434,0
5768,728,0.42234424,0.010471185,0.57765576,0
2179,470,0.51718587,0.153573367,0.580459272,1
2084,511,0.3188593,0.034008664,0.654246177,0
2084,472,0.7084392,0.59922742,0.76353434,1
296,127,0.10999999,0.253872366,0.970000001,0
5770,728,0.4881721,0.010471185,0.5118279,0
5774,728,0.4125431,0.010471185,0.5874569,0
2075,728,0.48,0.010964625,0.794666665,0
2084,196,0.50898474,0.108370564,0.654038334,1
2084,660,0.232533,0.015758291,0.741667373,0
8920,376,0.089999996,0.061620663,0.8299999,0
2179,477,0.48855716,0.151134326,0.580459272,1
5778,728,0.48327157,0.010471185,0.51672843,0
2084,471,0.41170484,0.147695924,0.76353434,0
2113,202,0.15999998,0.287349973,0.71,0
5781,728,0.5863179,0.010471185,0.4136821,0
2058,434,0.029999997,0.222227092,0.47499996,0
2185,434,0.022884052,0.222227092,0.394999995,0
5784,728,0.42015895,0.010471185,0.57984105,0
2084,702,0.20213753,0.01161739,0.698356007,0
2084,189,0.4712007,0.060749663,0.687126485,0
5786,728,0.53707945,0.010471185,0.46292055,0
2299,705,0.34,0.011684896,0.539999998,0
2179,585,0.1731697,0.083748866,0.640900375,0
9845,229,0.13000001,0.239770363,0.866746753,0
2084,451,0.38763896,0.03347862,0.654038334,0
2179,202,0.15208748,0.287349973,0.580459272,0
5282,728,0.5,0.010471185,0.931916667,0
2299,127,0.054384805,0.253872366,0.99,0
296,127,0.34000003,0.253872366,0.970000001,0
5801,728,0.29725,0.010471185,0.70275,0
2179,127,0.019642143,0.244762038,0.780238652,0
5811,728,0.41754657,0.010471185,0.58245343,0
5805,728,0.41754657,0.010471185,0.58245343,0
2190,693,0.37,0.012376049,0.597457958,0
5842,728,0.49099997,0.010471185,0.50900003,0
5845,728,0.4225,0.010471185,0.5775,0
2113,389,0.18965517,0.070094254,0.71,0
2113,693,0.35000002,0.011859474,0.71,0
1981,434,0.01732344,0.255867511,0.70979402,0
2113,687,0.21,0.013663986,0.70333334,0
7610,459,0.030000001,0.570281864,0.98,0
2113,189,0.48000002,0.060749663,0.639999983,0
2113,226,0.61,0.056999807,0.71,1
2646,489,0.7175056,0.158443262,0.6694671,1
2639,127,0.30011666,0.253872366,0.69988334,0
2075,728,0.16,0.083157713,0.794666665,0
2299,127,0.15000002,0.253872366,0.99,0
2299,408,0.17999999,0.427461329,0.86999997,0
2632,127,0.1771924,0.253872366,0.8228076,0
5862,728,0.527,0.010471185,0.473,0
5895,728,0.42029715,0.010471185,0.57970285,0
5897,728,0.46214858,0.010471185,0.53785142,0
5902,728,0.4330743,0.010471185,0.5669257,0
2299,700,0.25,0.079413862,0.687091379,0
50,434,0.01732344,0.255867511,0.840907129,0
2299,127,0.22436477,0.253872366,0.99,0
5903,728,0.4330743,0.010471185,0.5669257,0
5282,728,0.49999997,0.010471185,0.931916667,0
9638,899,0.11999998,0.023791899,0.77880509,0
5904,728,0.452,0.010471185,0.548,0
5908,728,0.502,0.010471185,0.498,0
5912,728,0.5,0.010471185,0.5,0
2299,196,0.49000007,0.112324352,0.680849407,1
7610,635,0.02,0.520580398,0.980000001,0
2299,445,0.62000006,0.032488581,0.599473677,1
2646,489,0.6694671,0.158443262,0.6694671,1
2643,127,0.36218235,0.253872366,0.63781765,0
5913,728,0.427,0.010471185,0.573,0
5918,728,0.48475,0.010471185,0.51525,0
5923,728,0.46062675,0.010471185,0.53937325,0
5282,669,0.099999994,0.535972424,0.818421054,0
2299,660,0.25000003,0.017160988,0.656061298,0
5282,693,0.1,0.099975908,0.92,0
2299,482,0.57142204,0.163511236,0.618789245,1
9638,922,0.8857143,0.012114955,0.77880509,1
8987,659,0.27,0.041470179,0.744,0
5925,728,0.3573134,0.010471185,0.6426866,0
5935,728,0.46332264,0.010471185,0.53667736,0
5282,716,0.08,0.567808963,0.752001578,0
2299,659,0.26,0.015809974,0.656061298,0
2299,679,0.45000002,0.013788577,0.618789245,0
2299,188,0.43,0.044260191,0.727180105,0
372,861,0.14999999,0.018054123,0.893376468,0
2299,649,0.62,0.017213608,0.616666675,1
8997,659,0.28029212,0.041470179,0.73470153,0
8935,659,0.25999996,0.042482105,0.877000005,0
5937,728,0.5086613,0.010471185,0.4913387,0
2672,127,0.19999997,0.253872366,0.80000003,0
2299,347,0.44,0.048072402,0.547236845,0
296,102,0.5099998,0.094965446,0.861333335,0
367,718,0.7544924,0.010209563,0.962229843,0
367,719,0.72999996,0.010209563,0.962229843,0
2075,462,0.56,0.141086503,0.86666666,1
2075,460,0.68,0.138199068,0.86666666,1
2113,679,0.46999997,0.013788577,0.71,0
9638,659,0.33,0.056734528,0.850500001,0
5282,728,0.5,0.010471185,0.931916667,0
5966,728,0.55975,0.010471185,0.44025,0
2075,728,0.48,0.010471185,0.794666665,0
5977,728,0.5035,0.010471185,0.4965,0
2075,102,0.44999987,0.094965446,0.953333337,0
2075,635,0.25,0.019200082,0.817499998,0
2299,563,0.10000001,0.310727339,0.754142896,0
5282,649,0.9,0.174138942,0.844583329,1
2689,127,0.2,0.253872366,0.8,0
2299,160,0.94000006,0.709150603,0.680849407,1
2190,434,0.030000001,0.255867511,0.96000009,0
5980,728,0.6489215,0.010471185,0.47226965,0
2111,659,0.26698586,0.058118924,0.736274151,0
5985,728,0.6069663,0.010471185,0.3930337,0
276,434,0.019999996,0.268176793,0.92,0
2299,173,0.1,0.065464634,0.599473677,0
2179,489,0.67987484,0.158443262,0.580459272,1
2179,585,0.17738236,0.092668135,0.640900375,0
2179,685,0.34046867,0.027119704,0.411671835,1
2693,127,0.52500004,0.253872366,0.47499996,0
5986,728,0.5819663,0.010471185,0.53401684,0
2179,507,0.527639,0.054620107,0.780238652,1
1971,434,0.08170004,0.268176793,0.91829996,0
296,434,0.07,0.268176793,0.87,0
2075,659,0.25000003,0.015809974,0.718000001,0
2179,190,0.6096449,0.062407756,0.642861767,1
2179,358,0.589466,0.041603532,0.502319262,0
2179,588,0.7126788,0.021004393,0.502319262,0
2179,403,0.1571628,0.032287729,0.502319262,1
276,434,0.019999994,0.268176793,0.92,0
2179,513,0.5118511,0.144741173,0.580459272,1
2179,470,0.5206996,0.166039224,0.580459272,1
2179,395,0.76896423,0.552575375,0.580459272,1
5989,728,0.41151232,0.010471185,0.58848768,0
5282,728,0.5,0.010471185,0.931916667,0
5990,728,0.5819663,0.010471185,0.4180337,0
2179,465,0.50203127,0.040576015,0.603930899,1
2179,649,0.6109838,0.017213608,0.640900375,1
2075,656,0.46999994,0.016256698,0.772666671,1
2075,419,0.26000002,0.037096697,0.513333342,0
2179,583,0.15767324,0.022416119,0.71680072,0
2179,154,0.55849165,0.071823114,0.642861767,1
2075,189,0.48000002,0.062407756,0.876666673,0
2075,188,0.40000004,0.044260191,0.876666673,0
2179,481,0.42511386,0.163511236,0.580459272,1
2179,454,0.40447593,0.026016982,0.617969083,0
2190,691,0.27,0.012878865,0.597457958,0
2113,395,0.77000004,0.552575375,0.71,1
2179,690,0.2656247,0.012878865,0.580459272,0
3157,728,0.7720001,0.009999952,0.2279999,0
2075,672,0.71999997,0.153128003,0.690666663,0
2179,428,0.25419718,0.036256162,0.642861767,0
296,649,0.81999993,0.174138942,0.890099584,1
9643,659,0.26698586,0.058118924,0.765915368,0
6,659,0.22999999,0.159978839,0.600039964,0
2179,355,0.23202167,0.042581171,0.502319262,1
2179,352,0.6997783,0.040297478,0.580459272,1
2113,685,0.35000002,0.027119704,0.54380952,1
5996,728,0.5429832,0.010471185,0.4570168,0
9845,659,0.20000002,0.198743808,0.913220794,0
2113,507,0.54,0.054620107,0.61,1
2179,438,0.47415313,0.035836679,0.513627523,1
2113,358,0.6,0.041603532,0.523235299,0
2113,403,0.16,0.032287729,0.523235299,1
2179,360,0.36923262,0.035555475,0.502319262,0
2179,188,0.3950288,0.044260191,0.592715236,0
2113,454,0.39,0.026016982,0.594999835,0
2113,481,0.43999565,0.163511236,0.71,1
2113,375,0.6999999,0.029123063,0.594999835,1
2113,513,0.49142393,0.144741173,0.71,1
5998,728,0.6262458,0.010471185,0.3737542,0
2113,232,0.24999999,0.105655716,0.516730217,1
2113,154,0.57000005,0.071823114,0.608460438,1
2080,434,0.014850929,0.281078249,0.3065403,0
9845,659,0.120000005,0.306729636,0.913220794,0
5122,659,0.08,0.451104995,0.732026844,0
296,659,0.019999996,0.748428167,0.826089473,0
2113,588,0.72,0.021004393,0.523235299,0
2113,352,0.71,0.040297478,0.71,1
2113,470,0.52857125,0.166039224,0.71,1
2113,649,0.6,0.017213608,0.708325003,1
2085,659,0.27747267,0.010493954,0.690631833,0
2113,656,0.48000005,0.016256698,0.659230219,1
296,728,0.5199999,0.010471185,0.873266249,0
5282,728,0.5,0.010471185,0.931916667,0
6007,728,0.427,0.010471185,0.573,0
6019,728,0.527,0.010471185,0.473,0
2113,580,0.35999998,0.023378324,0.652563559,0
2098,434,0.010824036,0.281078249,0.989175964,0
2113,103,0.20000005,0.094965446,0.569999965,0
2113,428,0.26,0.036256162,0.608460438,0
2113,355,0.22000006,0.042581171,0.523235299,1
2113,360,0.34999996,0.035555475,0.523235299,0
2113,474,0.5399993,0.163511236,0.71,1
796,659,0.2742659,0.014706889,0.79089343,0
6030,728,0.42700002,0.010471185,0.57299998,0
2113,473,0.60857135,0.163511236,0.71,1
2190,434,0.020000003,0.294600369,0.96000009,0
2179,202,0.12379498,0.302348847,0.580459272,0
5282,728,0.5,0.010471185,0.931916667,0
2283,659,0.25,0.015065756,0.854166659,0
2113,698,0.59,0.158438877,0.652563559,1
2113,145,0.11000001,0.074326208,0.424999995,0
2113,511,0.30181843,0.036049845,0.609230219,0
2113,500,0.5285716,0.150815986,0.71,1
2113,477,0.49999905,0.163511236,0.71,1
2113,410,0.35999998,0.043522742,0.594999835,0
6045,728,0.30075,0.010471185,0.69925,0
6063,728,0.49216506,0.010471185,0.5864587,0
372,728,0.50000006,0.010471185,0.777499998,0
2113,372,0.24999999,0.046149176,0.594999835,0
2113,224,0.15,0.060497369,0.708325003,0
2190,434,0.01,0.294600369,0.96000009,0
2113,486,0.39999914,0.158443262,0.71,0
2113,173,0.09,0.065464634,0.523235299,0
8997,145,0.12204426,0.111292593,0.875,0
2113,191,0.39000002,0.06190221,0.608460438,0
2113,204,0.29,0.060894602,0.62690476,0
2113,445,0.61,0.032488581,0.523235299,1
2113,529,0.65000004,0.02424236,0.34999996,0
2113,490,0.4057132,0.158443262,0.71,0
2113,457,0.41999876,0.168562826,0.71,1
2113,495,0.4714272,0.153361349,0.71,0
2113,405,0.6,0.044267608,0.523235299,1
2113,447,0.63,0.029648321,0.594999835,1
2283,728,0.428,0.043644706,0.844833325,0
2111,728,0.42000487,0.060244451,0.779728735,0
85,728,0.156,0.083157713,0.85050003,0
2113,345,0.49999997,0.048072402,0.515784317,0
2113,719,0.75000006,0.010209563,0.565847868,0
2113,359,0.06,0.041603532,0.523235299,0
10514,1044,0.07999999,0.574526317,0.938636363,0
2113,346,0.62999994,0.058160192,0.515784317,1
2113,475,0.71428543,0.163511236,0.71,1
2113,419,0.27,0.037096697,0.719983325,0
2113,76,0.45000002,0.096075719,0.71,0
2113,628,0.45,0.02075102,0.69666668,0
2113,524,0.50571406,0.144741173,0.71,1
2074,434,0.011157437,0.308773012,0.94025507,0
2113,462,0.55,0.141086503,0.676666657,1
2190,460,0.81999993,0.138199068,0.680000015,1
4769,728,0.132,0.087076399,0.756499981,0
3609,728,0.41549996,0.009999952,0.58450004,0
3606,728,0.42699996,0.009999952,0.57300004,0
3678,728,0.4912367,0.009999952,0.5087633,0
3861,728,0.6181624,0.009999952,0.3818376,0
2113,199,0.18,0.05542733,0.676666657,0
2299,672,0.7,0.153128003,0.687091379,0
2276,434,0.05,0.308773012,0.76000002,0
2113,480,0.36571404,0.163511236,0.71,1
2113,519,0.5514284,0.144741173,0.71,0
2190,707,0.1,0.038305771,0.597457958,0
2075,728,0.50000006,0.010471185,0.794666665,0
2179,514,0.586601,0.144741173,0.580459272,1
2190,202,0.13,0.302348847,0.597457958,0
4769,747,0.1632653,0.014525789,0.665287705,0
2190,462,0.5400001,0.141086503,0.680000015,1
6103,728,0.37812534,0.010471185,0.62187466,0
6112,728,0.45199996,0.010471185,0.54800004,0
5282,728,0.5,0.010471185,0.931916667,0
2190,374,0.47000003,0.049197459,0.8,0
2190,160,0.94,0.709150603,0.600769227,1
2190,372,0.13000003,0.046149176,0.8,0
2113,468,0.44,0.033361263,0.630833345,0
2179,473,0.61208457,0.163511236,0.580459272,1
2113,452,0.78,0.029748872,0.559117567,1
7625,747,0.41836736,0.014525789,0.58163264,0
2299,460,0.7000001,0.138199068,0.67499998,1
2299,374,0.40000007,0.049197459,0.86999997,0
2723,127,0.7062501,0.253872366,0.2937499,0
6128,728,0.527,0.010471185,0.473,0
5282,728,0.50000006,0.010471185,0.931916667,0
6136,728,0.62700003,0.010471185,0.3845,0
8701,659,0.22500002,0.025605516,0.76979528,0
2299,372,0.18999998,0.046149176,0.86999997,0
5282,728,0.516,0.010964625,0.931916667,0
2190,628,0.43,0.02075102,0.663999994,0
2299,361,0.53,0.055743022,0.599473677,1
101,374,0.39615902,0.278430189,0.875099233,0
5282,728,0.5,0.010471185,0.931916667,0
10553,452,0.345308,0.817661624,0.55601779,1
6150,728,0.427,0.010471185,0.573,0
6151,728,0.427,0.010471185,0.573,0
6152,728,0.41549996,0.010471185,0.58450004,0
2190,660,0.28,0.017160988,0.630728976,0
2190,127,0.6799999,0.253872366,0.9,0
2299,127,0.29649985,0.253872366,0.99,0
6311,728,0.5155,0.010964625,0.4845,0
296,659,0.21999997,0.03676083,0.826089473,0
2299,710,0.32000002,0.010704159,#N/A,0
2190,173,0.06999999,0.065464634,0.744285701,0
2190,489,0.6656939,0.158443262,0.597457958,1
372,434,0.050000004,0.308773012,0.859999998,0
2190,513,0.4942708,0.150815986,0.597457958,1
2190,470,0.53141254,0.166039224,0.597457958,1
296,747,0.19000003,0.014525789,0.766979782,0
296,747,0.19,0.014525789,0.766979782,0
2299,127,0.36488175,0.253872366,0.99,0
2730,127,0.5324409,0.253872366,0.4675591,0
6174,728,0.41700003,0.010471185,0.58299997,0
6188,728,0.3455006,0.010471185,0.6544994,0
6207,728,0.452,0.010964625,0.548,0
10077,971,0.5519385,0.047910037,0.961849998,1
2190,516,0.78571385,0.150815986,0.597457958,1
2190,523,0.67428565,0.144741173,0.597457958,1
2190,501,0.5257141,0.150815986,0.597457958,0
2190,490,0.40000013,0.158443262,0.597457958,0
2075,738,0.20408164,0.018045892,0.80000001,0
6208,728,0.40299997,0.010964625,0.59700003,0
6210,728,0.50374997,0.010964625,0.49625003,0
6212,728,0.503875,0.010964625,0.496125,0
6221,728,0.31180614,0.010964625,0.68819386,0
6224,728,0.502,0.010964625,0.498,0
2075,728,0.5,0.010964625,0.794666665,0
6225,728,0.527,0.010964625,0.473,0
296,728,0.57,0.010964625,0.873266249,0
6232,728,0.587,0.010964625,0.413,0
6240,728,0.3905,0.010964625,0.6095,0
6246,728,0.6464466,0.010964625,0.3535534,0
6247,728,0.5002233,0.010964625,0.4997767,0
6248,728,0.42711163,0.010964625,0.57288837,0
6254,728,0.452,0.010964625,0.548,0
6255,728,0.517,0.010964625,0.483,0
6261,728,0.49050003,0.010964625,0.50949997,0
6266,728,0.30377674,0.010964625,0.69622326,0
6272,728,0.5405,0.010964625,0.4595,0
2075,728,0.48000002,0.010964625,0.794666665,0
45,410,0.18999997,0.043522742,0.815792934,0
2190,580,0.37,0.023378324,0.63238461,0
2190,693,0.4,0.012376049,0.597457958,0
2190,500,0.5257143,0.150815986,0.597457958,1
2026,408,0.21999995,0.427461329,0.599999317,0
2190,503,0.5514284,0.150815986,0.597457958,1
5282,728,0.5,0.010964625,0.931916667,0
6278,728,0.627,0.010964625,0.373,0
6287,728,0.352,0.010964625,0.648,0
6288,728,0.25300002,0.010964625,0.74699998,0
6291,728,0.27850002,0.010964625,0.72149998,0
2075,728,0.43999997,0.010964625,0.794666665,0
2075,728,0.48000002,0.010964625,0.794666665,0
6295,728,0.33941126,0.010964625,0.50300005,0
